"","A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","U","V","W","X","Y","Z"
"31514_at",7.9424851819713,7.78587744885639,7.99771580404962,7.98975211331534,7.50198841121486,7.37609933585735,8.16569592037276,7.54198713202207,7.1408911063708,8.134087426781,7.7019856251424,7.51009952473439,7.36970202783519,7.55878038549665,7.81826900038177,7.8207278481361,7.62934933372262,8.18453817889865,8.08427159476989,7.64129313068867,7.84856660850368,7.98938882272568,7.6068567361192,7.57028076106041,7.40365118553224,7.92861312071792
"31515_at",7.045213599665,6.79464979793036,6.87180669375731,6.34498291106199,6.22138218118251,6.80161136775431,6.83168726708308,6.54219767821772,5.66511985209397,7.35927517163798,6.33788232173396,6.09567551254124,5.28252135278101,5.94680570619054,6.97266968097039,6.8073549220576,7.11266886011907,7.146746853803,7.18517277514125,4.68120186069744,7.10219619346374,7.25311945517804,6.43314140246236,5.70839970606327,6.74181750522828,7.16943400083675
"31516_f_at",4.66992816825116,5.78339640984543,6.25473575093091,6.16691424364228,5.23817159625607,5.58061585177229,4.83712581946413,6.70003737207883,6.01777718595837,5.51357285811791,6.77335023695927,6.64300619204673,5.12831814968319,5.72604918208368,6.86997008235441,5.87121282425751,6.62715154698694,3.584565705023,5.15248766742162,6.47402550143788,5.11945163414035,1.98825931302635,5.73202221589198,5.91994068303666,4.9220265419813,5.60631489105331
"31519_f_at",6.05767554030795,6.25791202094756,7.08989004218992,7.43015980123227,4.88927396564819,6.58551693007993,5.88736442077394,6.54722924972783,6.61423426522907,6.97798964645966,6.81674048786178,6.80250344058368,5.98807794569889,6.20221199944052,7.48924587583396,6.12831608730996,7.20643810354853,5.58096551272154,6.66133631610055,6.95079498990414,6.12830371300865,5.4580866624427,6.1727655147481,6.69791279011205,5.99899878297806,6.70722106853315
"31520_at",6.29591032767377,5.75139676947837,6.48585828303939,6.31619643851751,5.92952827834375,5.66162705216222,6.68776058407035,6.64283584364594,6.27462322168087,7.5567129602387,5.79270961823025,5.91911836904357,6.56151249544093,6.38505478296815,6.48216742329659,5.84738312968339,5.90272963923338,6.82026833013645,6.13242878198982,5.76000000023423,6.86481757252423,6.85420764591213,6.00462048831152,4.98636542364962,6.37454048546789,6.44550656169223
"31521_f_at",5.91443297202682,7.60616088701293,5.65017001410675,4.87747924080725,4.80831811464389,4.15714883543832,6.96084760173922,8.3181541221919,5.18500622064546,4.09223281360752,6.9226379174568,5.81679423710821,4.59326412268708,6.93136394603211,6.4722765506463,7.32039441649541,7.28163334590569,6.09842587442742,7.1794811928632,6.57112462168291,5.60138156102877,4.44308941624322,7.65129570850834,7.06631526674225,6.71796424799559,6.47545296972735
"31522_f_at",5.33761476654344,7.04042124278353,6.27867989931305,5.65996450589237,4.74679107706254,4.89806804335144,7.40081967844526,8.7951045563351,5.81121411751324,6.58494897539175,6.97898495969766,5.44607422706289,5.49890822919887,8.10885895597765,8.30253839996594,7.62104817489686,6.99654692802126,5.91607769843547,6.70889075083436,5.73354686789454,7.24722497772676,6.40213548526578,7.36562255611334,5.21054082572296,7.71644223684332,6.19928953822648
"31523_f_at",5.65973621962071,7.88105276340512,6.57292452302679,6.20550981321667,5.05926441404296,4.90631821304558,8.10200192539716,9.28427582976554,6.33109966764518,7.21618321866604,7.5412515273051,5.84865799029524,5.94352989907217,8.90377943786072,8.43135552157352,8.56089833625651,7.40616247877761,6.75067349320609,7.28838624926884,6.44654573252892,7.55014649937809,7.16946406690106,7.86193675980757,5.7053614462538,8.2862527882303,6.51841239138138
"31524_f_at",6.5539118540152,7.91118223499945,6.62761121523175,6.30302450475559,6.40950464997109,6.09239562917987,8.82046619610676,8.7746750652283,7.32530545508968,6.77803769314103,7.8755097781219,6.52961639409487,6.14741050069927,7.78461521692003,8.39179349195524,8.08248438904588,6.85830432157564,6.79915208079804,7.31275591993949,6.03951130519172,7.26751707137605,7.17090650162253,8.06210551777236,6.19658343959804,8.59191872937568,6.72662689341017
"31525_s_at",7.25583115555846,7.94975668948258,7.45284249549834,7.20835142774357,7.0641068150262,8.40259002150951,8.26147440010073,6.97901926859952,8.72170417326843,7.22221529388477,8.75292249631415,7.79987088499693,7.53361785315039,6.65138182241849,7.39759763012019,7.02895585225408,6.96554189153362,6.57938231888346,7.53495647077451,7.14072753898151,6.9525083008265,6.62481446020426,6.70894591396097,8.11237173631708,7.04737479378423,7.55340658527741
"31526_f_at",5.84537713995764,6.94179884495761,6.96825206675285,6.74096802427176,7.10236418799578,7.92019205072155,5.96669347306978,6.31352159209267,7.54564409683598,8.86058730573362,7.642997530749,6.87485842910204,7.07923942480538,7.66635184211493,8.78077595971813,8.88743388091454,6.94662560131218,4.00301748491353,6.19331442331278,6.99905292058498,6.58409662390759,5.59216398343568,7.94423181473382,8.16597221741348,6.42930295580268,5.50279203246297
"31527_at",11.4752673165486,11.8703493060925,11.4862216201166,11.5093197612335,11.662339036779,11.5996571873612,11.2329425056518,12.1155931745757,12.0325899075156,10.9787676510368,12.1780329889875,12.2085879765049,11.1832942051621,12.0786178396848,11.6909190110511,12.0274568118145,12.1784687855108,11.0537494357884,11.7966602074486,12.1631464688113,10.9975323475264,10.4882117109873,11.7915943298899,11.8309350406513,11.6744615343181,12.2988158039259
"31528_f_at",6.49294432278198,9.16281928998212,7.43919092914637,7.1177989196213,6.61512639896918,5.68171911288247,9.56963539070241,9.93816962108228,8.03326330508009,8.20634041689974,9.10381495155486,7.27002428461672,7.2010554911257,10.234158789281,10.0351564975944,9.85623253385637,8.93593408546765,7.56280717839295,8.31443369922862,7.55517195096927,8.94249104669257,8.41511216808594,9.38582573976356,6.83282673667878,10.0009718011176,7.49684579012695
"31529_at",8.39380229077296,8.59719221131597,8.88116903599866,8.58914550611702,8.62794967091014,8.67228389434739,9.02428920158611,8.16579639814642,8.18200196645714,9.0238652189754,8.29364177336171,8.56246758920842,8.77842215200993,8.31206156489038,9.09666508749052,8.58599155665163,8.68505711031355,8.65763286030582,8.492974756328,8.54663212784929,9.04884103326694,8.64919509075533,8.60960354097102,8.40805794921413,8.790772037862,8.56773936976699
"31530_at",8.38284014447524,7.97184240802324,8.66011001953826,8.49356327891472,7.5243379799663,7.94900374604609,8.33334769682659,7.37773978305787,7.18803490271721,8.4993476328766,8.0265345082111,7.60258010452535,7.96498769712112,7.37012939871038,8.16212441807447,8.07589625401775,8.36321489007887,8.05927955836929,8.61772090186839,7.46965809579412,8.4094079089207,8.27249448952609,7.69298506323756,7.63332221940551,7.31489587928732,8.16914834197062
"31531_g_at",6.8825696901218,6.7502447138764,7.50283180406674,6.84600431142231,6.56824800629655,7.03927002066138,6.63582983192608,6.51641391383459,6.79022466893867,6.88551335601785,6.61429905919314,6.79882817809111,5.92353191463982,6.71442412599566,6.63140408492825,7.44374753278434,6.55997966510289,6.73964561444792,7.07395944150643,5.86532251591746,6.90877688793968,6.54250879685565,6.82821266409912,6.30987102303476,6.50064432931984,7.03786538242378
"31533_s_at",6.22949563652416,7.10459875356437,6.68871189769603,6.25794029853235,6.66308839583791,6.64764549697462,6.36244183412564,7.10157654450478,5.97002994215434,6.25345987848149,5.85443208121184,6.77936479265973,6.06885135119086,6.48588725679497,6.83990921317989,6.61813732268234,6.53547757307671,6.73937558589612,6.08109884569366,6.30222947384333,6.12625430241021,6.26509553586497,6.75190552439329,6.36082601958118,7.01398698377449,6.20361620430208
"31535_i_at",8.16044124007281,7.89513293955938,8.5964618667549,8.41582625747291,7.9874004575648,8.50767573186112,8.24120619636966,7.35615261571013,7.72842394892555,8.62185407612795,7.73062637115377,7.68971848768341,7.79832922565297,7.36689917687734,8.09772139619775,7.85158665101702,7.95235104076774,8.34806418472904,7.92864272739819,8.04794729506932,8.35704609296771,8.09543394687319,8.1553495303903,7.90356255012527,7.61829005362779,8.12904598328852
"31536_at",8.18727288364929,9.75423112700309,9.07065497830017,9.5725448655375,9.85119152880566,10.7279970106414,8.73378816862518,10.166966448854,10.0677301299788,8.68408935275804,10.4375128168265,10.0242116193115,9.75229533684564,10.6418169424718,10.1178378715499,10.3632477489254,9.2026405541222,8.20965805783599,9.32971114159241,10.1095433922798,9.31392377004143,8.05722280233139,9.80493122063428,10.4820818897557,9.51275033747909,8.54314398253367
"31537_at",6.20705337738261,5.16295923093153,6.24310351347926,6.24340822384871,4.67134433019767,5.80733688825688,6.13172322866724,4.43483502690126,3.88572077389484,6.36539334429655,5.40570311115709,2.47570490098462,4.95395428962932,5.01377934987349,5.30196070915086,5.11413794144388,4.11105635896023,5.98388514698926,5.1876212851658,4.15544162351987,6.32213366428422,6.07497418471475,4.92960638910134,5.0236279560357,5.46542927084261,6.07425494673007
"31538_at",11.9138206513983,11.8012597201202,11.3219675430406,11.8462778295821,11.8934911470849,11.6171046796836,11.3683154718374,12.0488308183517,12.2297561376351,11.84707692651,12.2335148259263,11.9746977948801,11.7123851313182,11.8946396885922,11.5028367754401,12.0450633964511,12.4180976889329,11.5147929416626,11.7228032628347,12.1467277643489,11.5858732901113,11.4848782653051,11.7187426295356,11.9236171839653,11.5327747428622,12.1195766526375
"31540_at",4.74087900207674,4.79697665052524,3.68525619149314,3.59103307499195,4.06449488548502,3.24538917570482,3.95437314603767,2.60075263293475,3.17971804464348,3.94193261830024,4.01915924520738,3.83631803381133,3.56720468995194,4.53397442035597,4.52773971684612,5.00362022528427,4.38657645499108,4.6538167174525,4.52549888466192,3.58071231843003,4.05460540320336,4.03090986374959,4.20726817311203,4.11325042011566,5.11701758152612,4.54966301061496
"31544_at",8.30623033586314,8.67448183759832,8.62710338278964,8.67308289131013,8.36144817330166,8.5049103322591,8.68356312516049,8.06524378190377,8.00432160595009,8.33473362266768,8.5783236256853,8.04955998158463,8.43543691088235,7.96594585745876,8.82211827472934,8.31435665482173,8.27717114282413,8.43306376512207,8.37387437589692,8.20907802113727,8.27706417782758,8.37699356745245,8.60527208101246,8.29004650216354,7.58124578315024,8.42164409404827
"31545_at",11.6465092094755,11.7794977638029,11.6179540976439,12.1687222543607,11.9808714525712,11.7132834002307,10.6534183527267,11.9993834824676,12.007738624757,11.7880208751172,12.2992853035515,11.9359716428116,11.581558386191,12.2439356015669,11.7915373544666,11.9432840306584,12.3332028801782,11.0708320514013,12.1229703164462,12.2021728109458,11.1507246713238,10.9615871562834,11.7400463449112,12.2232596293415,11.6633312755139,12.4154248897793
"31546_at",10.6741746095916,11.1152387715525,10.3124859326849,11.1147248951266,10.9594151747207,10.4199707084302,9.72710360352266,11.3083959176235,11.3429080337916,10.4674119551326,11.444590461385,11.4882217549872,10.6467836918378,11.3286524902166,9.85706969519982,11.0858043802781,11.172746266527,9.28140615823257,11.3215842867465,11.7419303946033,10.009534731027,10.2104034768023,10.8148307707239,11.1821087658804,10.8231761419546,11.5194298579995
"31547_at",8.93772985193292,8.99769040376857,9.49436960535784,8.98134465302875,8.83573463232109,10.043615181678,9.27574506622722,8.61647532878288,8.93071073023686,9.61165191969971,9.37461568609066,9.29483438058776,8.52951644953468,9.3435921450182,9.56357954146507,9.29453574683897,9.47561995610737,9.01023995769582,8.65463960841196,9.26433703331258,9.43489297541017,8.61479448955533,9.16001257273599,9.0673456181645,8.93561002071214,9.45540942280827
"31548_at",6.12809952171205,5.3684820162409,5.9509792393149,5.76561165268844,5.15951616813039,5.21798289332576,5.79768486814648,4.92608958417863,5.02035551535183,5.87931122541345,5.5567052975987,5.28590152688577,4.21963320643597,5.16338199163291,5.36980844629828,5.18902986962845,6.06786455049198,5.34953512964875,4.29256091165706,4.51897568538062,5.6625558747382,5.48389637250133,5.44242602276438,4.89517657392167,5.66328199115019,5.71802454689579
"31550_at",7.21274441257724,6.86522599628443,7.43363551212683,7.64501709208213,6.83311779013673,7.24305018254721,7.0148127583169,6.68703268544699,6.45908893787013,7.42991719157742,6.91696621779029,7.09854799112116,6.46845624477435,6.77953551880708,7.72131796946977,6.70657199281926,7.98074509678397,6.87494447318788,7.65656787428512,7.21434826586073,7.34921487106107,6.79318059867017,6.64080310420862,7.25418773656601,6.84123095624335,7.2732267995566
"31551_at",5.39416769441072,3.25466357611427,4.84145490317083,4.72832870671163,4.30453294490848,5.50555117060319,4.89098650789118,4.57308363118518,4.9825190609858,5.23984098665138,4.66482981913072,4.65802863456589,4.12764978643969,4.22195439385221,5.14899916258776,4.3577842246416,4.91032972537513,5.13635957057105,5.30168275013952,3.8479868878046,5.14597085485923,5.2955320237552,4.10332138346956,4.2400547735455,4.51416014225648,4.56573729567935
"31552_at",7.37839023755491,7.1520312708074,7.41990962998284,6.86160804361678,6.89377476643579,6.93442214303666,7.00215116693298,5.99859494256733,6.04873751877881,7.18217582194287,6.95201899100611,6.64171075048748,6.33202043127505,6.46512557066323,6.94374554890589,6.65293099448952,6.34022932837514,6.92726833707749,7.00860789730539,6.33752735442811,6.98123618036124,6.87616083320294,6.66875736923289,6.77031370577308,6.6678495588556,6.47781653962488
"31554_at",8.8668739868983,8.50444957863889,8.5520503925585,9.03199336455598,8.28744459049827,8.28970077366824,8.83951245401379,8.13119332257596,7.77765641907519,9.0443176107746,8.21307991118032,8.27331073492151,8.02597558468764,8.15516228996823,8.46366740959791,8.27935521419796,8.69994023725026,8.82024918037649,9.15144027625635,8.36311849981131,8.78660289582094,9.00502657695234,8.13958204771142,8.23497546042492,7.85183647482967,9.04004308540824
"31555_at",9.8430636567469,9.5095572972917,9.71432452023141,9.92006398971968,7.14295455125539,9.27588936645341,9.91866798330788,9.40916178402159,9.40255804662553,9.93483344215582,9.58530434888585,9.66542652695927,9.50955333867786,9.59798920634561,9.53863515740028,9.52665181440824,9.69873591614398,10.0194656337692,9.91328886552583,9.39519778872783,9.590409274982,9.85706813958839,9.56552673004055,9.33586149858039,9.32825305123779,9.90133455166937
"31556_at",6.72561847313801,6.5533697198415,6.55226331849309,6.65129570850834,6.20472958747833,6.42749722910349,7.12401788912289,5.90974430754605,6.05801121119095,6.84858538605663,5.95675598547649,5.79991361342781,6.34147523596207,6.05651199874408,6.30809507117261,6.54957368604183,6.27750128909911,6.63756387893541,6.50801974647746,5.82325003621823,6.96615356732639,6.97246290720214,6.09524931701902,5.89030805888278,6.56101293803441,7.47397356687681
"31557_at",12.6294818485889,12.8325103076115,12.6838477504188,12.1966697416641,12.6250763840007,12.5743475386884,12.7194423006389,12.3643371435155,12.6887289421734,11.8218895523585,12.8411141723735,12.1497852183425,12.1983959275937,12.2328855608506,12.428982972617,12.6581601483207,12.4940730376661,12.6433759629142,12.4496052201564,12.4947456035463,12.5403654000388,12.6658333124809,12.781949786262,12.4594828497959,12.3304519597002,12.1352443427908
"31558_at",6.5624042412562,4.48409300598619,5.34076164054669,6.00401591783773,5.48361910598805,5.13978052830102,5.9486452302397,5.19696106521006,4.83154793683614,5.31381541520213,5.68869791233345,5.4392142052056,6.64134804953773,5.0135515880033,5.39449699304459,4.82602470027461,5.27740085822811,6.3801216184332,6.33001513598128,4.62453960378183,5.1931724669093,6.40524019286996,5.6200496984505,5.41490674911606,5.90389871221844,5.74316755489992
"31559_at",6.96056962804691,6.75384517930536,7.11452319739961,6.89629607115341,6.49449401560612,6.89459952402274,6.96887411171748,6.26793461890369,6.58561457172011,6.87935043927279,6.54038845592794,6.51419170990147,6.37631469665608,6.37659947931249,6.99073934740013,6.30084489181267,7.56063089670026,6.80754812720588,6.52222370635961,6.78985964091365,7.34182567602914,6.70224196077508,6.65135311835289,6.36401205355861,6.67091113222868,7.02941975554494
"31560_at",6.30358715838619,4.97605654915238,5.96465045801252,7.13401553005844,5.5702352149746,5.41289327907659,5.98790519371055,3.24333852702858,4.97475414247374,6.20649085158871,5.89883473900169,5.11270847200295,5.22146725418478,4.36609136457081,5.4804784079739,5.33190939756342,5.84114791090691,6.14309745298589,6.59077415776056,5.15993590350321,5.68172473417011,5.85437722247382,5.37583530133639,5.668516287811,5.01200095874951,5.76921105232619
"31564_at",6.7769988132727,5.88926666353137,6.72714445706092,6.86688325731724,5.64983960542139,6.2701532695051,6.52056368228381,5.72891638692228,5.28234342442051,6.84517638749257,5.9403523621713,5.7774723196631,5.91668921132455,5.64691434509502,6.06400115554499,5.8884973001727,5.90530516473002,6.8731733895393,6.71392946413575,5.38301301548867,5.87418218980342,6.75245424303138,6.20455745080756,6.00262376850116,6.33703132418004,7.30347026140587
"31565_at",6.26992146231501,6.04661983532203,6.16912127661844,6.30666325671022,5.72785240130528,5.37068740680722,6.12232276900516,5.25659933113576,5.66050654105685,6.22147498784533,6.0161664520063,5.83882069855579,5.9831714771056,5.72817086291284,5.78904581746828,5.31419983408361,5.79166302297979,6.07514323921347,6.07330825986647,4.27369491003708,5.72592652490983,6.52882289344877,5.56103585729761,5.94921274183957,5.79988253833086,6.21465133958646
"31566_at",8.83722108310947,8.56107405526051,8.37255603351006,8.33517147723375,8.261841059101,8.4786442501989,8.26783071141934,7.34208355977476,7.82204177232767,8.68705368766762,8.1435056656665,8.24344535602561,8.41046831181624,8.39510136915222,8.64295422348033,8.36653641669786,8.16345847795341,8.48797264314987,8.22392447106003,8.22291079672677,8.38191925733137,8.6617495998107,8.34900693032437,8.21315769681571,8.51897961822474,8.29013407356427
"31567_at",6.49543134785553,6.29750875989353,6.72459570583569,6.56741310934946,5.78759179160643,6.30676349354133,7.21764756383469,6.15646336154364,0.417217926995086,6.86892130271374,6.44768167582903,6.45288696194865,6.12599404808877,5.71667818516591,6.3439620518526,5.68239632039574,7.18794585632353,6.61597826912967,6.69593815250529,5.2369938391301,6.59608388006529,6.38859769183689,5.69401375862599,6.09635463331544,5.78828374608929,6.55197736018086
"31568_at",11.0992689005857,11.6989997727557,10.8030090267795,11.5633965001977,11.4550497522701,11.2284760097287,10.2917808084233,11.6835648795714,11.9557116529736,10.7514436359856,11.9976099665948,11.6395215995108,11.4296107340043,12.0059788641427,11.3839040530318,11.5416387344361,11.8775678893297,10.9697102819034,11.6328770875507,11.8642712797252,10.6460816329218,10.5112683803265,11.37367539645,11.7778635028367,11.4283811115225,12.0710768325876
"31569_at",6.61376294883824,5.6689700546843,7.00177972849076,6.80535695232786,5.96012475870633,6.54863236170584,6.57692870779154,6.15255256543659,6.30996194533436,7.13452899948796,5.63467748127811,6.0755476056823,5.52391317818079,6.05964297451726,6.02223463503176,5.59076966745647,6.97371458384606,5.84517136832301,6.25117561298528,5.19154685929383,6.60610609314897,6.25675593590728,6.05372174542052,5.96990565423485,6.63322048708938,7.14005262740927
"31570_at",6.07667452663883,6.15671615531154,6.39870607451041,6.21805460107754,5.81148644385606,6.4490380138745,5.87474041743879,5.19044103105803,6.36653729092841,5.794098698525,5.84119320895575,5.97304639253857,5.5994517010084,6.11252916742701,6.07522668919454,5.47132730006294,6.02939987703454,5.85518243905351,5.4239310704525,5.60935310713277,6.43944860743925,6.05771452545121,6.28460296641079,6.04532064404804,5.85775711128496,5.67001034363026
"31572_at",6.45878225975219,5.76044718163945,7.30217279974075,6.61446986569638,6.16430559465812,6.33161565428306,6.69497766890077,6.59077565452548,5.84085092180264,6.98430451984666,6.04525729220923,6.19975085671584,4.8841485350165,6.34393896320487,6.159808785008,6.15932038439245,6.83557042918804,6.27099792891005,6.3313738085244,5.75626275008195,6.48857766920007,6.82287033234777,5.7035021923753,6.39200652285036,6.19094270819202,6.71331089820638
"31573_at",10.1498741117182,11.4328028563519,10.345072534634,11.2106774310936,11.1600037458937,10.5408157950259,10.0226729662432,11.1358631653687,11.4407757526775,9.87245326529186,11.5018620587403,11.3875704113353,11.0358369444311,11.443052315724,11.0319079271274,11.2187145810675,11.1063208352495,9.40333163994987,11.5226109536953,11.7047509511219,10.1972535587815,9.89850465028687,10.7103070852846,11.395341334824,10.7817695118631,11.0955816337462
"31575_f_at",7.68494493980309,7.38948077060923,7.84008551556895,7.49329507050358,7.59162706204746,7.6177686458044,7.87714300174656,7.28472695356038,8.50382176362377,6.32264926213102,7.49030537674892,7.04919510562227,7.44436890379204,8.94611089201856,4.80838505065609,7.61051552094475,9.52107626345476,6.3440313155788,7.72619090627591,8.12890683669796,5.15896709908787,5.00776510993166,8.20072208779512,9.08052709438839,6.91581963867382,8.10291528269153
"31576_at",5.58339271613903,3.41100585040023,5.93150341805337,5.29719141656586,4.59310871911459,5.02767603144689,5.49125986641836,3.46190830393668,4.98713892570064,3.13242878198982,4.07651634037762,4.88571101372218,3.21032339926985,5.67905496965168,5.10227599330562,4.18431203653533,4.39947190881555,5.03599773043737,4.60914622633811,4.23597973906982,5.83683304942309,5.58791999769131,4.62119620141674,4.63344864814357,4.90533164297833,5.12161225474119
"31577_at",5.21294280378711,4.48800719994203,4.43434132795901,4.63743636120378,3.53381249682767,4.8138068389009,4.585112773628,5.02723368777095,5.52257368516937,4.45287872752422,4.4484054350692,5.07773862653906,5.49698955406132,4.46608543677757,4.45185729447654,4.20533776961973,4.9637931462568,5.16166602225662,5.18984036915,5.030071177362,5.47230579845004,4.77408069077541,4.15502057835857,4.69333083132754,5.47239353830378,4.76678065430965
"31578_at",4.90095855805325,5.59502319934115,5.02324204324407,5.27182529029913,5.13732317559783,4.80377466054701,4.30968552377362,4.70442935207648,5.01400707579203,6.26176021409902,5.3887922565875,4.89103999209395,4.72036055859417,4.58558152452018,4.86090818689524,3.78949973716302,4.61850884190567,4.88356705632249,4.82825583092645,3.87459043035311,4.82445219725683,5.20890347706038,4.81487850442991,4.37621396738106,4.92363411838834,6.22448410023199
"31579_at",7.35316447303591,6.1383987824702,7.43889163207002,7.81650371138949,7.11345047258355,6.91046884713437,7.73362549840823,5.99479918904509,6.37515762320754,8.27942950739969,6.53921775873336,6.85713502936527,7.2910141014173,6.22226360352835,7.00744220987112,6.48376258194126,7.14699117650997,7.24050514939098,7.56842739284625,4.90014226035982,7.00190355193081,7.48486316432233,6.96376309644273,8.66493432302078,6.79494865531565,7.02186833213762
"31580_at",5.7261936316047,4.30060698307692,5.04486182647481,4.9995039883228,4.2752529404711,5.18243805572491,4.99365172040781,3.32803219030386,4.128780047008,5.13643340138089,4.13565798936878,4.55024194615991,4.98429768322323,2.86729159106863,4.36918727036537,3.70167103215134,3.83595438265536,5.59513363004291,4.64381579374803,3.69441221581259,5.03454588424418,5.57867006913174,4.81051508255767,4.04816642114978,5.13424969478525,4.84680920000207
"31583_at",11.085412705273,11.5590854626524,11.0469193567283,11.614125471091,11.6861196684555,10.828913965057,10.4761284969998,11.6457394804153,11.8893138223844,11.3811048850643,12.0441379362732,11.7500579205323,11.3276200057012,11.9029365558038,10.6854671595206,11.5427658834565,11.8346883069745,10.3305920111353,11.9630369431087,11.8921215580201,10.5843706489491,10.6915777828938,11.2724489994125,11.7781264235124,11.2738829973166,11.8044093666956
"31584_at",11.0479895421149,11.457452704207,11.2006289172087,11.4668463052744,11.5701498121879,11.3605288882086,10.6519486107234,11.3000665099573,11.5067836067997,11.4826315157266,11.4722135846121,11.4866892366498,11.3450558970155,11.2923849075127,11.4854318588825,11.5630341625429,11.8021972567408,10.4239247694332,11.4627987563486,11.767038151347,11.6441356848637,10.7807119948029,11.164944627273,11.934099950542,11.2996831135183,11.4590524515108
"31585_at",5.11035489053957,3.54817765619083,5.21752930767974,5.43241829517091,5.35556252936434,4.35923299620485,5.40057891465613,3.87288784481127,4.8406042233541,5.80695812635945,4.38053552484698,4.85786656994879,4.78763096770372,4.76897825034455,5.21198560627522,4.75882548914144,4.20021398985534,5.51601199425756,2.61724440427525,4.32322593648301,5.96125288405821,5.6112697763806,3.87522961118891,4.813304061167,5.64909519035913,5.72776528845066
"31587_at",7.50383368670686,7.73176704556146,7.67627446147456,7.25774611461859,7.3766463588732,7.4595135876178,7.19272679077709,7.13692961044789,6.97034751820014,7.65111628801815,6.9631388433824,7.54410667236107,6.99285904947068,7.5785689373774,7.69706486141132,7.37660295192479,6.98290233417816,6.77556419278877,6.84130644785578,7.42089499403967,7.21964288580236,7.31861511210598,7.39764896579557,7.63656662158724,7.00869752656944,7.10733217268965
"31588_at",5.02368561230151,4.05578566388974,5.51920534550976,4.30044591489326,4.75530956230298,4.04421049194035,4.96278960626858,5.78205466282002,5.49196209583728,5.22329897333279,3.73535970249025,4.80751464016718,5.78229322859156,5.70175141926423,4.71050891173056,4.25233996157998,5.8576600841624,5.758113925605,5.51260300030026,4.56237676417105,3.12330531203785,5.13901100797225,4.77577223537905,4.62010543193737,5.49144267136595,4.90902900765537
"31589_at",6.71442412599566,6.35890785251934,7.41769220653073,7.8085073295825,6.80206393740046,6.73917303130949,6.13655849496191,5.7879626160345,5.89026427702111,7.94219778142027,6.66078033403255,6.48230781641762,5.97064892065186,5.89318501829139,7.26501487303524,6.19281554257818,8.56516683153601,6.80650451188804,6.82826344846779,6.35967401997421,7.6201098318578,6.86071454954969,6.4300393380894,7.05876023358988,6.34323547035422,8.10148725110717
"31590_g_at",8.19125666141887,7.5372106336534,8.33987671921208,8.251827953282,8.17741953798924,7.99830835035429,8.52240106049264,7.44192329906984,7.69502640448192,8.32695523343225,7.78520395990542,7.94684195835025,7.92129350149762,8.9903961615793,8.10147674563821,8.06977197138011,8.10350288509462,8.40611144515335,8.43100025363118,7.51864528819432,8.27378627643751,8.48830210446945,8.07929810141113,8.3246351152447,7.62219095592339,8.10169734442309
"31591_s_at",5.99742564977306,5.09051472988825,5.54562556479037,6.36984508034633,5.68950045277735,5.56812941650049,6.2252325061132,5.34302755452788,6.084819015353,5.80015442273692,4.6127122429299,5.59209220607507,5.22084455847755,4.2296494436055,5.51344652921314,5.14989341355602,6.43615517496498,6.18398267811283,5.36951534042038,4.7599547420113,7.47834898273175,6.27200825425247,5.33586194508929,5.49241083059048,5.08660970168506,5.23220408688826
"31592_at",7.44437718693111,6.66589014673996,7.92532299670705,7.82327806408681,7.00195983179963,7.6605593072868,7.71927244227102,6.47410989111243,6.581217155872,7.95958470691236,6.83306717636178,6.68987221043833,6.48162024386752,7.1135754912905,7.41062094565482,7.10121933774946,7.60276566349913,7.04113344401132,7.67262334534974,8.02310007233758,7.88918755489678,7.1882228715012,6.88248409962689,7.2520882389875,6.75765002108943,7.00011270614754
"31593_at",6.57117469142176,7.50120026858893,6.39860176651195,5.88538889097622,6.86567141764843,7.21513496000223,6.19466428262377,7.93102111851142,7.07508332342959,6.37824282690313,7.76686014382955,7.33490788683283,6.32227610308917,7.14979791773151,7.44200626884482,7.6022757361326,6.40091016792023,6.16812451709184,5.53000829735564,6.7619234928106,6.59358234891682,6.34756467828619,6.43967632349069,5.63109846034024,6.85909989348759,5.46690114734736
"31594_at",8.13203696480281,7.62211772787659,8.28626665205524,7.95923113004665,7.6082474282624,7.37609933585735,8.18463735296369,7.70698633017517,7.79227623245268,8.23619601265309,7.7954033195408,8.08192543291248,7.50634328847655,7.70157677948688,7.87257638892727,7.86766175992137,8.06974512379903,8.04229412620617,8.16047149413146,7.5242282645491,8.08999064576939,8.18105781378892,7.84678789254002,7.40075138074346,7.90965311453448,8.25351188052443
"31595_at",6.77487928373364,6.23523305897514,6.38960122678738,6.46275418544157,6.55774551177628,6.18177641983724,7.2718738340176,6.39553927645997,6.53477754150352,6.03199281336298,6.61286702327237,6.97133661870617,6.8609876203397,6.45886426563429,5.9164527585605,6.25800816247456,6.0575672427155,6.91733627274399,7.10307794659757,5.94254734680377,6.33621017994679,7.24822171730058,6.42258791114493,6.18527190559382,6.90719112577123,6.46704303389152
"31596_f_at",10.4036618358328,11.0682744557205,12.9196156866741,10.4433683650103,10.9225249395597,10.1644418716191,10.4254781876453,10.2698396666143,9.89676983902079,10.9502496836952,10.3754304703762,9.97516012419819,9.81767441600298,9.90220173946098,10.3985299435059,10.9354081799653,10.1872159634744,10.4137442707073,9.77226343116695,10.1886877417206,10.6808781323459,10.6469636519267,10.3330770624091,10.0280441791322,10.9565939608946,11.1303388893366
